"subject" "activity" "dataFeatures" "NA"
18 0.41723672 2 -0.015229639
19 -0.16108761 3 -0.028159984
19 -0.061041328 2 -0.10820038
19 0.026059171 3 0.0055292694
19 0.027627558 2 -0.074289259
19 0.028501893 3 -0.012143784
19 0.047593491 2 -0.12500551
19 0.048761309 3 0.0031227641
19 0.050852588 3 6.817593e-05
19 0.081698791 2 -0.16962548
19 0.098749385 2 -0.025902008
19 0.11418006 3 -0.042242993
19 0.12435587 2 -0.15466267
19 0.13587336 6 -0.020675373
19 0.13729358 3 -0.07075705
19 0.14625723 6 -0.029771944
19 0.14963576 6 -0.02793106
19 0.14993721 3 -0.039079257
19 0.15374449 3 0.046698192
19 0.16067755 3 -0.074157221
19 0.16123973 2 -0.17610724
19 0.17738195 6 -0.019659705
19 0.18690031 1 -0.043470391
19 0.19065763 1 -0.065910831
19 0.19084787 2 -0.042416765
19 0.19100831 4 0.018855808
19 0.192209 3 0.062190957
19 0.19347461 1 -0.073747088
19 0.19410573 2 -0.036201605
19 0.19500452 1 -0.053898232
19 0.19959107 6 -0.020391123
19 0.20065947 1 -0.086655152
19 0.20271386 6 -0.040420009
19 0.20292612 1 -0.021909817
19 0.20770911 1 -0.068412241
19 0.21013738 1 -0.031197367
19 0.21170949 6 -0.024666442
19 0.21208251 6 -0.025782987
19 0.21523208 4 -0.02578315
19 0.21551912 1 -0.025028037
19 0.21594905 3 0.049493766
19 0.21649852 3 0.050945147
19 0.21685535 6 -0.0018516522
19 0.21742437 6 -0.022699975
19 0.22003281 2 -0.034366328
19 0.22624969 3 0.031301883
19 0.2273938 1 -0.014867402
19 0.22878026 3 -0.050266231
19 0.2301353 3 -0.082889682
19 0.2302754 2 -0.021013861
19 0.23047214 1 -0.019349478
19 0.23148813 2 -0.06630482
19 0.23170297 1 -0.032153139
19 0.2317355 2 -0.040557323
19 0.23211799 4 -0.029405596
19 0.23265681 6 -0.0067317923
19 0.23433184 1 0.023597606
19 0.23640025 4 -0.015104994
19 0.23759828 4 -0.021462955
19 0.24019883 1 -0.0074075271
19 0.24053568 6 -0.018229507
19 0.24149117 4 -0.011040435
19 0.24197898 4 0.01076193
19 0.24669747 4 -0.022515361
19 0.24672607 2 -0.042758843
19 0.24723145 3 -0.052935715
19 0.24739612 2 -0.0017608045
19 0.24740467 1 -0.023407554
19 0.24883758 4 0.010952247
19 0.24970359 5 0.009170528
19 0.25035183 2 0.021460783
19 0.25036321 3 -0.025678782
19 0.25064612 4 0.0094417525
19 0.25194545 1 -0.033785636
19 0.25263098 3 -0.026238956
19 0.25365419 4 0.010949171
19 0.25374584 4 -0.0049077675
19 0.25393035 1 0.0059990644
19 0.25856102 6 -0.017321755
19 0.25870292 6 -0.02001771
19 0.261458 1 -0.010131983
19 0.26151816 6 -0.016158823
19 0.26154755 6 -0.019560867
19 0.26158255 1 -0.0073747919
19 0.2616735 6 -0.017775903
19 0.2621316 4 -0.023146262
19 0.26237218 1 -0.052171622
19 0.26288167 6 -0.018213462
19 0.26312981 5 -0.031005997
19 0.26338493 6 -0.019473076
19 0.2634923 6 -0.028010879
19 0.2641059 5 -0.038551622
19 0.26417402 4 0.0062438472
19 0.2646481 4 -0.0032345512
19 0.26475951 2 0.073728571
19 0.2652675 1 -0.039533195
19 0.26528812 4 -0.0076576701
19 0.26566627 4 -0.020110684
19 0.26585755 6 -0.018778604
19 0.26606315 6 -0.018262204
19 0.26625518 1 -0.058993381
19 0.26701878 5 0.019145493
19 0.26712572 5 -0.037957956
19 0.26720439 2 0.022917711
19 0.26737534 6 -0.017946277
19 0.26748396 6 -0.0081904195
19 0.26761043 4 -0.015542518
19 0.26783805 6 -0.026025682
19 0.26798135 6 -0.018347887
19 0.26823055 3 -0.0041461452
19 0.26854936 1 -0.043911989
19 0.2686579 4 -0.012043572
19 0.26876562 2 0.038086915
19 0.26918595 4 -0.015803744
19 0.26931501 6 -0.017068968
19 0.26935172 5 -0.023656919
19 0.2697761 4 -0.014046464
19 0.27012685 2 0.032711104
19 0.27021598 5 -0.019314192
19 0.27028726 6 -0.016375705
19 0.2702948 4 -0.014140169
19 0.27040336 4 -0.016369599
19 0.27043977 6 -0.017963849
19 0.27071336 5 -0.0270768
19 0.27079606 2 -0.071838538
19 0.27129418 6 -0.01796615
19 0.27160059 6 -0.015954761
19 0.27160385 6 -0.017050588
19 0.27194426 5 -0.045884238
19 0.27203402 5 -0.026786976
19 0.27214587 5 -0.030293659
19 0.27215699 4 -0.012396915
19 0.27217334 5 -0.016179659
19 0.27240045 2 -0.052366613
19 0.27263553 6 -0.017644747
19 0.27263922 2 -0.024077799
19 0.27281507 4 -0.017784993
19 0.27296338 5 -0.024314347
19 0.27336103 4 -0.012563106
19 0.27338334 5 -0.013484922
19 0.27342926 4 -0.017925241
19 0.27370752 1 -0.0010855579
19 0.27380969 6 -0.018218973
19 0.27381759 6 -0.017222568
19 0.27384685 1 -0.031459083
19 0.2738725 5 -0.0113705
19 0.27389124 5 -0.026103143
19 0.27389291 4 -0.017315271
19 0.27390282 6 -0.01621205
19 0.274008 5 -0.024175538
19 0.27406714 2 -0.0054863906
19 0.27410584 5 -0.023020553
19 0.27424896 4 -0.019027372
19 0.27435535 4 -0.026899168
19 0.27447329 6 -0.015982161
19 0.27456024 5 -0.0134388
19 0.27459656 5 -0.021529151
19 0.27464492 6 -0.019675009
19 0.2746691 6 -0.018294863
19 0.2747624 4 -0.0051241215
19 0.27486431 4 -0.016182154
19 0.27502093 4 -0.01717407
19 0.27506697 6 -0.018807059
19 0.27518563 6 -0.02049586
19 0.27521595 1 -0.01202126
19 0.27527033 6 -0.017997843
19 0.27540007 5 -0.015599747
19 0.2755152 5 -0.022521836
19 0.2756214 6 -0.016090887
19 0.2756261 4 -0.016799097
19 0.27571077 1 -0.010922738
19 0.27579603 6 -0.015395003
19 0.27581696 2 -0.025874154
19 0.27601199 5 -0.016526219
19 0.27601503 5 -0.01599317
19 0.27602141 5 -0.025567577
19 0.27613337 5 0.036186005
19 0.27624117 4 -0.012249317
19 0.27635049 5 -0.017839897
19 0.27637276 6 -0.017489111
19 0.27641381 6 -0.018260203
19 0.2764282 4 -0.015038976
19 0.27646421 4 -0.01326437
19 0.27649246 5 -0.0076733832
19 0.27652124 5 -0.018158728
19 0.27666593 4 -0.016835252
19 0.27676227 5 -0.020671027
19 0.27679284 4 -0.01341126
19 0.27684416 6 -0.017147089
19 0.27686977 4 -0.01506476
19 0.27695479 5 -0.015632652
19 0.2772757 5 -0.016645219
19 0.27730171 6 -0.019480872
19 0.27734395 5 -0.010784934
19 0.27735518 5 -0.019497008
19 0.27736678 6 -0.015586157
19 0.27743154 4.5 -0.01124214275
19 0.27755834 5 -0.028121783
19 0.27758017 4 -0.015674045
19 0.27763685 5 -0.017290955
19 0.277678 6 -0.017162346
19 0.27769276 4 -0.018471868
19 0.27771032 6 -0.016805598
19 0.27776025 6 -0.016209581
19 0.277761 5 -0.012467767
19 0.27785117 6 -0.016397777
19 0.27785866 6 -0.017172139
19 0.27798303 4 -0.016112018
19 0.27799095 5 -0.019155389
19 0.27799455 6 -0.017542808
19 0.27802904 5 -0.013203043
19 0.27804002 6 -0.018113477
19 0.27814462 5 -0.012201264
19 0.27821041 5 -0.019664403
19 0.27825882 5 -0.01319951
19 0.27825931 4 -0.017873653
19 0.27830634 4 -0.019660697
19 0.27830913 6 -0.017312939
19 0.27840685 6 -0.017990785
19 0.27844563 6 -0.015932582
19 0.2784703 5 -0.01540892
19 0.27857883 6 -0.017300924
19 0.27861446 5 -0.013824925
19 0.27862796 5 -0.021027979
19 0.27869596 5 -0.0034684269
19 0.27891846 4 -0.017269688
19 0.27894599 4 -0.016706811
19 0.27897271 5 -0.014899462
19 0.27902435 5 -0.011607501
19 0.27921332 5 -0.020112273
19 0.27923251 1 -0.0059284887
19 0.27924464 5 -0.011513602
19 0.27926001 6 -0.01809007
19 0.27937936 6 -0.017813639
19 0.27954196 6 -0.016838922
19 0.279739 4 -0.017410722
19 0.27979436 4 -0.017274759
19 0.27980051 5 -0.028727719
19 0.27984668 5 -0.015703493
19 0.27988595 4 -0.014738655
19 0.28002498 1 -0.0069881015
19 0.28014201 5 -0.013231522
19 0.2802122 5 -0.0098666408
19 0.2802324 4 -0.017334349
19 0.28040594 4 -0.016782479
19 0.28049216 5 -0.0056712103
19 0.28057758 5 -0.015260767
19 0.28070018 6 -0.018736617
19 0.28075099 5 -0.016298394
19 0.28077421 5 -0.016524818
19 0.28084332 2 -0.054691843
19 0.280851 6 -0.018501893
19 0.28103007 2 -0.0058773826
19 0.28133218 5 -0.0074509563
19 0.28135026 4 -0.01991557
19 0.28165808 4 -0.019776884
19 0.28170541 6 -0.016405735
19 0.28176434 5 -0.0092679919
19 0.28178363 5 -0.0082411096
19 0.28208551 6 -0.01778312
19 0.28222294 6 -0.015560364
19 0.28230173 6 -0.015646348
19 0.28232928 1 -0.082669225
19 0.28259329 6 -0.014728877
19 0.28281437 6 -0.016686243
19 0.28297689 4 -0.016291861
19 0.28316945 6 -0.0099321919
19 0.28363519 5 -0.0031853789
19 0.28365669 2 -0.050852842
19 0.28379999 5 -0.0097519329
19 0.28421051 4 -0.016240878
19 0.28428066 6 -0.017003304
19 0.28444444 5 -0.028633037
19 0.28467505 4 -0.018628183
19 0.28468674 4 -0.021605746
19 0.28480664 4 -0.018330599
19 0.28521143 4 -0.015837948
19 0.28644577 3 -0.024659096
19 0.28647737 4 -0.020913392
19 0.28658222 4 -0.023730057
19 0.28673445 5 -0.0046972066
19 0.28700451 2 -0.022574778
19 0.28777302 2 -0.0097758925
19 0.28808949 6 -0.024497142
19 0.28840555 5 0.0018782762
19 0.28847983 4 -0.019151508
19 0.28852594 5 0.0044581001
19 0.28872435 5 -0.047440608
19 0.28890601 5 -0.0064138022
19 0.29054978 4 -0.019372605
19 0.29118443 4 -0.0067328106
19 0.2918134 1 -0.0084558941
19 0.29228038 4 -0.018684163
19 0.2928987 1 -0.036094763
19 0.29422778 3 -0.043342399
19 0.29584989 6 -0.013794675
19 0.2959585 1 -0.014700604
19 0.29723187 2 -0.018284334
19 0.29724095 1 -0.024820749
19 0.29763612 1 -0.03274936
19 0.29803142 5 -0.062951358
19 0.2981432 1 0.015004937
19 0.29820707 4 -0.032182425
19 0.29852599 2 -0.040610673
19 0.29965062 5 -0.0042863949
19 0.30005892 6 -0.01539396
19 0.30045724 2 -0.0042021538
19 0.30095383 3 0.015220453
19 0.30132387 3 0.017549395
19 0.30239143 1 -0.032996183
19 0.30337735 4 -0.027004607
19 0.30465324 1 0.007153741
19 0.30841687 3 -0.056118595
19 0.30859045 1 -0.0038072035
19 0.30999791 3 0.041904459
19 0.31044252 1 0.012676721
19 0.31360929 4 -0.029592895
19 0.31533971 1 -0.018329926
19 0.31699589 6 -0.011228197
19 0.31811254 6 -0.013462958
19 0.31901919 1 0.0078643507
19 0.3191471 1 0.050891422
19 0.32016941 1 0.031163892
19 0.32159233 4 -0.04156975
19 0.32176046 2 -0.018086726
19 0.32210452 6 -0.014785736
19 0.32515866 5 0.046078587
19 0.32600588 2 0.0089114523
19 0.32620676 2 0.022006746
19 0.32622299 3 -0.030332861
19 0.32770085 6 -0.012991902
19 0.32810464 1 -0.014384216
19 0.32880554 4 -0.045604429
19 0.32994279 2 0.017636977
19 0.3300863 2 0.02040625
19 0.3320046 1 -0.0010420956
19 0.3324763 4 -0.097710155
19 0.33353808 1 0.0080754701
19 0.33407424 3 -0.013998531
19 0.33544145 1 0.0083722748
19 0.33551167 3 -0.047536707
19 0.341442 2 0.040802657
19 0.34158441 3 -0.019089141
19 0.34324127 1 -0.031089456
19 0.34690749 1 -0.0032893724
19 0.34843491 1 -0.0039986694
19 0.3558761 6 -0.0070099165
19 0.35738365 1 0.022127664
19 0.36641661 3 -0.024481801
19 0.41886763 3 -1.1426901e-05
19 0.42836764 3 -0.0037555085
19 0.4330263 2 0.0091573866
19 0.43343359 3 -0.02078636
19 0.43927066 3 -0.04497048
19 0.44015435 3 0.022606349
19 0.44735625 3 -0.037476134
19 0.47741282 3 -0.032449581
19 0.51683994 6 0.0034079157
19 0.52828039 6 0.01385747
19 0.61759696 3 -0.0081012616
20 -0.59200434 6 0.14698327
20 -0.47255704 6 0.036756512
20 -0.047663634 2 -0.12549449
20 0.022331938 2 -0.081228144
20 0.029089121 2 -0.12636735
20 0.097256431 3 -0.026759697
20 0.12155438 2 -0.0056607378
20 0.12861812 6 -0.011177574
20 0.13756918 3 -0.052284355
20 0.14175689 3 0.031915446
20 0.14290926 2 -0.022732164
20 0.15157776 2 -0.093995202
20 0.15193168 3 0.0073517037
20 0.15369714 3 0.0050746934
20 0.15528646 2 -0.040643828
20 0.15801556 2 -0.029785319
20 0.15810684 2 -0.096766116
20 0.15919574 3 0.029013813
20 0.16551251 3 -0.025854709
20 0.17385418 3 -0.018371087
20 0.17470369 2 -0.073955571
20 0.18086902 2 -0.093401939
20 0.18471141 1 -0.068593319
20 0.18485338 3 -0.041543376
20 0.18595573 1 -0.050558653
20 0.18895351 5 -0.093564806
20 0.19060765 1 -0.038960658
20 0.19163174 1 -0.047056656
20 0.19304071 1 -0.0097692172
20 0.19682966 6 -0.020008281
20 0.19724084 6 -0.02165594
20 0.20246527 3 0.04329711
20 0.20346813 2 -0.044421305
20 0.20462866 2 -0.038858867
20 0.20504269 5 -0.084072627
20 0.20572711 1 -0.069876073
20 0.20732943 1 0.003954743
20 0.20911069 3 0.031148217
20 0.20950761 2 -0.0062665309
20 0.20965796 3 0.017828698
20 0.20998341 2 -0.063370665
20 0.21142785 2 0.0082682567
20 0.21288325 1 -0.040077079
20 0.21382307 6 -0.017732693
20 0.21759441 1 -0.012164304
20 0.22044189 1 -0.0026843092
20 0.22084073 2 -0.0078397232
20 0.22413866 6 -0.014781682
20 0.22440801 2 -0.025266746
20 0.22699108 1 0.014083843
20 0.22853332 4 0.085512993
20 0.2290482 3 -0.019593132
20 0.22952004 6 -0.023986638
20 0.22968976 6 -0.021353244
20 0.23207052 2 0.03170214
20 0.23317504 2 0.036579473
20 0.23399777 2 -0.0010985198
20 0.23431136 6 -0.015930153
20 0.23442991 1 -0.022002116
20 0.23461795 6 -0.0080258212
20 0.23479329 6 -0.018207291
20 0.236286 2 -0.078045086
20 0.23740222 1 0.0193144
20 0.23922349 6 -0.031476683
20 0.23995784 2 -0.055918051
20 0.24124255 3 0.00064745931
20 0.2416543 6 -0.0099194675
20 0.24239151 3 -0.035799942
20 0.24264884 1 -0.010047346
20 0.24290236 1 -0.048978562
20 0.24293233 2 -0.017345984
20 0.24352068 2 -0.014203985
20 0.24488508 2 -0.038492233
20 0.24520726 3 -0.0053145483
20 0.24629052 6 -0.015862467
20 0.24717033 6 -0.015763317
20 0.2474895 2 0.0046646244
20 0.24866761 6 -0.016789499
20 0.24892686 6 -0.015164196
20 0.24898839 3 -0.054484698
20 0.25004741 1 -0.071840684
20 0.25046873 3 -0.02453063
20 0.25166352 5 -0.042181194
20 0.25173209 6 -0.01456792
20 0.25194104 1 -0.026413507
20 0.25311853 1 0.0061723573
20 0.25319955 6 -0.015967446
20 0.25325478 1 0.030576542
20 0.25374609 5 -0.034599516
20 0.2546126 5 -0.041327615
20 0.25560634 3 -0.028408804
20 0.25643104 6 -0.017199647
20 0.25646467 6 -0.01646121
20 0.25650293 6 -0.016715755
20 0.25749172 6 -0.015533183
20 0.25762191 4 0.02340839
20 0.25768621 1 0.0026938709
20 0.2589079 2 -0.045036337
20 0.26110829 1 -0.0091733464
20 0.26147751 6 -0.015337117
20 0.26163924 1 -0.0078059903
20 0.26276637 6 -0.016368974
20 0.26297821 4 -0.016029626
20 0.26335273 5 -0.030942527
20 0.26422343 4 -0.01008599
20 0.2642618 4 -0.0091472989
20 0.26463599 4 -0.0097173318
20 0.26565644 6 -0.015344657
20 0.26601834 5 -0.045605186
20 0.26641035 5 -0.044333895
20 0.26681931 6 -0.016191479
20 0.26699524 5 -0.019578294
20 0.26710999 6 -0.017316171
20 0.26712427 4 -0.0065459997
20 0.26769147 6 -0.017045348
20 0.26779776 5 -0.024435608
20 0.26780563 5 -0.077391933
20 0.26781533 4 -0.032277589
20 0.2678207 6 -0.017353342
20 0.26784317 5 -0.026526435
20 0.26845987 6 -0.018653166
20 0.26883746 1 -0.056472493
20 0.26902075 3 -0.0028586686
20 0.26924877 6 -0.016085113
20 0.26944664 4 -0.01329572
20 0.26964991 4 -0.014028664
20 0.26993962 6 -0.018239553
20 0.27006221 4 -0.013802692
20 0.27014101 6 -0.012599132
20 0.27050315 6 -0.016424806
20 0.2706278 1 -0.010272506
20 0.27063663 4 -0.020683644
20 0.27092438 3 -0.025769856
20 0.27094471 1 -0.019280431
20 0.27104734 4 -0.013911309
20 0.27115701 5 -0.023285084
20 0.27126846 6 -0.014717241
20 0.27153012 4 -0.0255951
20 0.27170757 5 -0.019557682
20 0.27175777 1 -0.06083631
20 0.27186583 5 -0.022210875
20 0.27189444 6 -0.016037555
20 0.27207439 4 -0.015422786
20 0.27213193 6 -0.0166539
20 0.27221735 5 -0.024440715
20 0.27233165 4 -0.0082778682
20 0.27245707 1 0.013753493
20 0.27249888 2 -0.0014093626
20 0.27256925 5 -0.025293422
20 0.27291498 6 -0.016613729
20 0.27300007 6 -0.019130508
20 0.27301317 6 -0.019450951
20 0.27304558 4 -0.0097501515
20 0.2730599 5 -0.039084577
20 0.27311678 6 -0.017114358
20 0.27314971 6 -0.01708843
20 0.27327275 4 -0.011318135
20 0.27332579 6 -0.017365232
20 0.27346121 6 -0.01673236
20 0.27368078 4 -0.017700423
20 0.27383497 5 -0.019400046
20 0.27399987 5 -0.021070347
20 0.27402814 6 -0.013378916
20 0.27405488 4 -0.01352295
20 0.27408448 6 -0.017380837
20 0.27418838 4 -0.013726535
20 0.27419198 5 -0.021761617
20 0.27424209 5 -0.020836805
20 0.27438232 4 -0.015641081
20 0.27441956 4 -0.017406317
20 0.27454268 5 -0.050064143
20 0.27456969 5 -0.019564165
20 0.27461647 4 -0.0054985834
20 0.27479915 5 -0.024267524
20 0.27481608 6 -0.019172606
20 0.2749233 4 -0.016150041
20 0.27495909 6 -0.016390188
20 0.27500856 5 -0.023393342
20 0.27517339 6 -0.016820128
20 0.2752249 4 -0.010685141
20 0.27528064 1 0.021739035
20 0.27538803 5 -0.021688748
20 0.27549904 4 -0.00039428807
20 0.27550911 5 -0.027161801
20 0.27557758 5 -0.033599874
20 0.27566978 4 -0.013831277
20 0.27569145 6 -0.015202897
20 0.27572822 2 0.0092556944
20 0.27587123 4 -0.019981047
20 0.27605442 4 -0.015738871
20 0.27607492 5 -0.017488924
20 0.2763311 6 -0.013231733
20 0.27651085 4 -0.018810034
20 0.27653344 5 -0.017161576
20 0.27665104 5 -0.017916053
20 0.27674841 4 -0.010856155
20 0.27678086 4 -0.016821386
20 0.27684565 4 -0.016135177
20 0.27688039 4 -0.021854162
20 0.27699583 5 -0.016136861
20 0.27708505 5 -0.016679517
20 0.27713114 4 0.0010448868
20 0.27717984 5 -0.032902938
20 0.27727287 4 -0.016560625
20 0.27743766 5 -0.018812647
20 0.27746257 5 -0.0040097758
20 0.27749141 5 -0.016006856
20 0.27754209 4 -0.029861682
20 0.27771823 4 -0.019736454
20 0.27772158 5 -0.019073797
20 0.27773595 4 -0.021585259
20 0.27774373 4 -0.010012272
20 0.2777707 4 -0.01893374
20 0.27783859 5 -0.017440874
20 0.27797192 5 -0.022012655
20 0.27798022 6 -0.017221067
20 0.2779879 4 -0.016370392
20 0.27802772 4 -0.01620712
20 0.27807579 5 -0.016084649
20 0.27808109 6 -0.018029178
20 0.27808866 4 -0.017323788
20 0.27809743 4 -0.015552885
20 0.27823674 5 -0.013598747
20 0.27850625 6 -0.016923844
20 0.27852462 6 -0.017440357
20 0.27882341 5 -0.015603714
20 0.27882424 6 -0.017439283
20 0.27887219 1 -0.0012358244
20 0.27887714 4 -0.019811593
20 0.27906071 6 -0.017191752
20 0.2790715 5 -0.016881588
20 0.27907616 4 -0.03016656
20 0.2791638 4 -0.011314823
20 0.27919025 4 -0.016995423
20 0.27919596 4 -0.018260765
20 0.27929513 5 0.0014152784
20 0.27939952 5 -0.0041880506
20 0.27940776 4 -0.017046747
20 0.27945888 4 -0.029818877
20 0.27947353 4 -0.0076119712
20 0.27960747 1 -0.058221706
20 0.27979295 2 -0.042800152
20 0.28013555 4 -0.02071159
20 0.28016452 6 -0.016527755
20 0.28028164 4 -0.031042297
20 0.28038323 1 -0.010544196
20 0.28045169 6 -0.0156851
20 0.28050625 4 -0.025998538
20 0.28057621 4 -0.0098881119
20 0.28058264 5 0.00064765182
20 0.28071945 5 -0.015801602
20 0.28073498 5 -0.013256907
20 0.28075961 5 -0.011321918
20 0.28084703 4 -0.014479064
20 0.28097006 5 -0.0024690057
20 0.28104231 5 -0.01521349
20 0.28104783 5 -0.014212644
20 0.28167494 5 -0.011635512
20 0.28175973 4 -0.021476827
20 0.28176178 5 -0.010358686
20 0.28182212 1 -0.050143279
20 0.28218376 5 -0.012229927
20 0.28291007 2 -0.050250762
20 0.2830652 4 -0.002634705
20 0.28353914 2 -0.010882539
20 0.28496683 3 -0.052876734
20 0.28524731 5 -0.012816517
20 0.28576771 6 -0.063035304
20 0.28589089 5 -0.0087063878
20 0.28715158 6 -0.016731107
20 0.28728551 6 -0.01626463
20 0.28761803 4 -0.016910412
20 0.28770373 5 -0.0079533475
20 0.28794186 1 -0.020799102
20 0.28801815 5 -0.0013009778
20 0.28861321 2 -0.007290397
20 0.28868303 5 0.043617112
20 0.28911236 6 -0.014916668
20 0.28925525 5 0.027506445
20 0.29044568 4 -0.030219201
20 0.29079962 5 -0.03388875
20 0.29199082 1 -0.033700304
20 0.29457873 1 -0.037653172
20 0.29499888 2 0.010637718
20 0.2957867 5 -0.0011846421
20 0.2970299 1 -0.015166721
20 0.29773447 2 -0.03470826
20 0.29793157 5 -0.0019919631
20 0.29804513 5 0.0018925793
20 0.2987442 3 -0.052431411
20 0.29972864 1 -0.038455029
20 0.30054695 5 -0.006639668
20 0.30059531 5 0.0017353919
20 0.30209894 6 -0.014697521
20 0.30223587 1 -0.038115273
20 0.3030652 2 0.0024035269
20 0.30329198 4 -0.032727646
20 0.30427627 5 0.0083390429
20 0.3058569 1 -0.022279937
20 0.30659211 1 -0.040754704
20 0.30719443 5 0.0058240619
20 0.30756021 6 -0.015544693
20 0.31281257 4 -0.039882655
20 0.31286197 5 0.0036755843
20 0.31725053 3 -0.048111971
20 0.31751376 3 -0.029725257
20 0.32377976 1 -0.024764981
20 0.32403503 1 -0.0086344887
20 0.3262592 1 0.015063735
20 0.32730538 2 0.034859517
20 0.32741452 3 0.019221289
20 0.32887107 1 0.024099612
20 0.32896254 2 -0.046800451
20 0.33191637 3 -0.044417157
20 0.33381163 1 -0.031514922
20 0.33614569 3 -0.036783438
20 0.33633915 2 -0.026549832
20 0.34171727 1 -0.029329374
20 0.34416247 2 -0.032934329
20 0.34429328 3 0.02578139
20 0.34705725 2 -0.010777943
20 0.34782286 2 -0.024854152
20 0.349237 1 -0.020092456
20 0.35051823 2 -0.062994784
20 0.3513643 1 -0.012586632
20 0.35184244 3 -0.017012012
20 0.35605953 1 -0.012290184
20 0.35760955 2 -0.026352301
20 0.35974193 1 -0.0093337505
20 0.36297669 3 -0.043583454
20 0.36426669 3 -0.047606982
20 0.36515124 2 0.010463648
20 0.37319538 6 -0.0343337
20 0.37615498 3 0.019176227
20 0.38147218 5 0.050494564
20 0.38202362 3 0.029276804
20 0.38385434 2 -0.0043375828
20 0.38658816 3 -0.02912781
20 0.38754091 1 -0.03417164
20 0.38894675 2 -0.012259075
20 0.39597797 3 -0.01580483
20 0.40083105 3 -0.014565262
20 0.40201638 2 0.032457448
20 0.4036586 3 -0.0071801733
20 0.41637913 3 0.06660064
20 0.41753464 2 -0.015953037
20 0.42209484 3 0.01916521
20 0.42805651 4 -0.027894287
20 0.4355363 3 -0.012498626
20 0.43658492 2 0.016541764
20 0.44484286 3 0.00074136587
20 0.45137871 3 -0.015351658
20 0.46013352 3 0.023488099
20 0.47380906 3 0.025067765
21 0.022459037 6 -0.056728123
21 0.05859506 2 -0.050059254
21 0.070999584 6 -0.042099278
21 0.076304242 3 0.0062245014
21 0.10533848 2 -0.036878618
21 0.11123126 5 -0.1160069
21 0.11780708 3 0.013122591
21 0.14103679 2 -0.032108555
21 0.14842824 2 -0.095395775
21 0.14996732 2 -0.047014271
21 0.15912994 2 -0.031450053
21 0.15947631 3 -0.013409862
21 0.16257425 1 -0.036859923
21 0.16674291 2 -0.043797917
21 0.16862589 3 -0.011441907
21 0.1702975 6 -0.052490449
21 0.17965126 3 0.064376929
21 0.18224771 2 -0.0036415942
21 0.18254241 3 0.0019311888
21 0.1832924 2 -0.080292655
21 0.18380282 1 -0.045790357
21 0.18402989 3 -0.044246104
21 0.18570989 2 -0.022455654
21 0.1973815 3 0.041624252
21 0.1991597 2 0.0079318368
21 0.20198951 3 -0.0045509765
21 0.20290261 3 -0.041992669
21 0.20495064 3 -0.043272858
21 0.20916383 6 -0.020973588
21 0.21068861 1 -0.042465633
21 0.21200415 2 -0.081894987
21 0.21561636 2 0.017005439
21 0.21616981 3 -0.0083411028
21 0.22110331 2 -0.066542677
21 0.22237184 3 -0.035167169
21 0.22481717 3 0.0055025921
21 0.22571228 3 -0.015722383
21 0.22760263 3 -0.0041888815
21 0.22834396 1 -0.012850082
21 0.22933625 4 -0.022803192
21 0.22950779 3 -0.0022425296
21 0.23244693 1 0.028060197
21 0.23485805 2 -0.0087442345
21 0.23705749 6 -0.024398495
21 0.23761671 2 -0.00078211689
21 0.23826529 5 -0.050625551
21 0.23877291 2 0.0049822705
21 0.23892357 3 0.01770581
21 0.23925056 6 -0.024261057
21 0.23966121 3 0.025556626
21 0.24092798 2 -0.022406426
21 0.24198018 5 -0.037434476
21 0.24243933 1 -0.024561779
21 0.2431914 1 -0.03922183
21 0.24414894 6 -0.021648353
21 0.24443861 3 0.0078976317
21 0.24534993 5 -0.025551293
21 0.24544629 1 -0.051812182
21 0.24593303 6 -0.021870476
21 0.24679222 6 -0.015298001
21 0.24694235 4 0.0028695415
21 0.24732403 6 -0.020290538
21 0.24863349 6 -0.010619352
21 0.24912313 1 -0.0217571
21 0.24921905 1 -0.0020397741
21 0.24969102 6 -0.0095544974
21 0.25000581 6 -0.019057057
21 0.25004102 6 -0.020015612
21 0.25033774 2 -0.0078846627
21 0.2510177 6 -0.019942697
21 0.2534734 5 -0.030250231
21 0.25426881 6 -0.020271042
21 0.25460275 6 0.00016817786
21 0.25522157 6 -0.018993775
21 0.2562091 1 -0.020442023
21 0.25629876 6 -0.020837853
21 0.25771178 2 -0.018159936
21 0.25796959 3 -0.017510466
21 0.25833456 2 0.041019846
21 0.25897846 6 -0.019969073
21 0.25932632 6 -0.024585795
21 0.25985111 6 -0.020304995
21 0.26006667 5 -0.019152327
21 0.26015523 1 -0.040401299
21 0.26018564 6 -0.020040608
21 0.2604649 1 -0.01742974
21 0.26088341 3 -0.044814456
21 0.26104953 5 -0.029299325
21 0.26113244 5 -0.021972163
21 0.26141234 2 -0.054718174
21 0.26202399 6 -0.018711349
21 0.26209414 1 -0.027932071
21 0.26228477 6 -0.01953262
21 0.26233524 6 -0.016571156
21 0.26234225 1 -0.016215306
21 0.2629554 3 0.010116625
21 0.26297221 6 -0.017181648
21 0.26335582 1 -0.04266959
21 0.26346261 6 -0.020051046
21 0.26372306 6 -0.018749377
21 0.26409218 1 -0.023504491
21 0.2649466 6 -0.018816484
21 0.26496066 1 -0.034719215
21 0.26520945 5 -0.022585601
21 0.26597905 5 -0.023510237
21 0.26618739 1 0.00032359424
21 0.26632721 5 -0.024987021
